Co. Corp TKR,Total,Banks,Financial Services,Diversified Banks,Consumer Finance,Utilities,Real Estate,Supranationals,Industrial Other,Commercial Finance,Government Development Banks,Consumer Services,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Food & Beverage,Life Insurance,Metals & Mining,Machinery Manufacturing,Wireless Telecommunications Services,Electrical Equipment Manufacturing,Exploration & Production,Property & Casualty Insurance,Software & Services,Health Care Facilities & Services,Retail - Consumer Discretionary,Travel & Lodging,Pipeline,Pharmaceuticals,Wireline Telecommunications Services,Integrated Oils,Construction Materials Manufacturing,Hardware,Airlines,Coal Operations,Homebuilders,Oil & Gas Services & Equipment,Supermarkets & Pharmacies,Railroad,Auto Parts Manufacturing,Others,<blank>
PASTZA,5112254,,,,,,,,,,,,,,,,5112254,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSAT,9815920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9815920,
PASPRT,914411,,,,,,,,,,,,,,,,,,,,,,,,,,914411,,,,,,,,,,,,,,,,
PASPEL,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASHEB,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASHAH,42640200,,,,,,,,,,,,42640200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASAU,108000000,,,,,,,,,,,,,,,,,,108000000,,,,,,,,,,,,,,,,,,,,,,,,
PARVAL,102145000,,102145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARUCO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PARUCN,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTSY,346850000,,,,,,,,,,,346850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARSV,94252203,,,,,,94252203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARSLY,2200000000,,,,,,,,,,,,,,,,,,,,,,2200000000,,,,,,,,,,,,,,,,,,,,
PARSCT,64764374,,,,,,64764374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARS,4946000,,,,,,,,4946000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARRFN,300000000,,,,,,,,,,,,,,,,,,,,,,300000000,,,,,,,,,,,,,,,,,,,,
PARREA,7953246,,,,,,,,7953246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARR,115000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000000,
PARPUB,701336318,,,,,701336318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARPTT,20150000,,20150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAROO,19000000,,19000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARMWY,1000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARMK,76855731,,,,,,51085600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25770131,
PARLIN,52241910,,,,,,,,52241910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKTO,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKTF,182607877,,,,,,,,,,,182607877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKST,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKPT,500000000,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,,,,,,,,,,,,,,
PARKPC,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARISI,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARHC,953644000,,,,,,,,,,,,,,,,,,,,,,,,,953644000,,,,,,,,,,,,,,,,,
PARGSW,426668000,,426668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARGRE,6298140,,,,,,6298140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARFIN,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
PAREXB,24539800,24539800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARDEF,2453980,,,,,,,,,2453980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARDBZ,64778910,,,,,,,,,,,,,,,,,,,,,,,,,64778910,,,,,,,,,,,,,,,,,
PARCSR,29865120,,29865120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARCSL,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARCS,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARCFT,131697700,,131697700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARCC,1736348,,,,,,,,1736348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARBED,61128375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61128375,
PARBAP,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAUC,217253930,,,,,,217253930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARASL,1100000,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAN,2100000,,,,,,,,,,,2100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAGN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PARADI,92631200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92631200,
PARABZ,12765671,,,,,12765671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAQPCB,133769250,,,,,,,,133769250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPWRK,360000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000000,
PAPROP,18126500,,18126500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPREC,865027950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865027950,
PAPREA,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPRA,26835000,,26835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPPN,80000000,,,,,,,,,,,,,,,,80000000,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPOGE,17256500,,,,,,,,,,,,,17256500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANW,575000000,,,,,,,,,,,,,,,,,,,,,,,,575000000,,,,,,,,,,,,,,,,,,
PANRIJ,32498708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32498708,
PANREY,29435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29435000,
PANRCU,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANPCO,37978792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37978792,
PANOCH,242289000,,,,,,,,,,,,,242289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANLIZ,1058197500,,,,,,,,,,,,,,,,,1058197500,,,,,,,,,,,,,,,,,,,,,,,,,
PANKL,12269900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12269900,
PANJIT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PANGDA,478455000,,,,,,,,,,,,,,,,,,,,,,,,,,478455000,,,,,,,,,,,,,,,,
PANFD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PANENT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PANDTV,4168404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168404,
PANDAR,50000000,,50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANCAN,70800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70800000,,,
PANAMT,618708000,,618708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANAME,585992395,,,,,,,,,,,,,,,,,,,,,,585992395,,,,,,,,,,,,,,,,,,,,
PAMPAR,1250000000,,,,,1250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMESA,11615552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11615552,,,,
PALULG,23017320,,,,,,23017320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALSEC,1213315290,,1213315290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALPGR,6134950,,,,,,,,,,,,,,,,,,,,,,,,6134950,,,,,,,,,,,,,,,,,,
PALN,139570000,,,,,,,,,,,,,,,,,139570000,,,,,,,,,,,,,,,,,,,,,,,,,
PALMTO,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMSB,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMLN,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMGL,17150000,,17150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALLAN,395522800,,,,,,,,,,,395522800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALHK,7808287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7808287,,,,,,
PALEXA,21177400,,,,,,,,,,,21177400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALEIN,8311810,,,,,,8311810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALBRN,30674750,,30674750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALAIM,2576679,,2576679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAKSPA,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAKCN,6633610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6633610,,,,,,,
PAJNPE,95691000,,,,,,,,95691000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAJFP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PAIRMK,3675608920,,,,,3675608920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAIND,474539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474539,,
PAIKKW,10189432,,,,,,,,,,,,,,,,10189432,,,,,,,,,,,,,,,,,,,,,,,,,,
PAHC,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
PAH,2329446500,,,,,,,,,,,,,,,2329446500,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGON,198631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198631000,
PAGLN,622293250,,,,622293250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGLIN,16809763,,16809763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAG,1650000000,,,,,,,,,,,,,,,,,,,,,,,,,,1650000000,,,,,,,,,,,,,,,,
PAFRIN,15594600,,15594600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADEIM,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADANA,517020457,517020457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACW,435493000,435493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACTRE,261003326,,,,,,,,,,,,261003326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT,105638000,,,,,,,,,,,,,,,,,,,,,,,,105638000,,,,,,,,,,,,,,,,,,
PACSEC,2732583750,,2732583750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACRBZ,7403304,,,,,,,,,,,,7403304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACRA,75745200,,,,,,,,,,,,75745200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACNET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PACMMK,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACLIF,6321002000,,,,,,,,,4000000000,,,,,,,,2321002000,,,,,,,,,,,,,,,,,,,,,,,,,
PACLGF,50000000,,,,,,,,,,,,,,,,,50000000,,,,,,,,,,,,,,,,,,,,,,,,,
PACLFD,113496575,,,,,,,,,,,,,,,,,113496575,,,,,,,,,,,,,,,,,,,,,,,,,
PACIPA,9050000,,,,,,9050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACINW,22750000,,22750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACIF,12000000,,,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACHAZ,77275171,77275171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACEUN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
PACETB,96514751,,,,,,96514751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACENT,13000000,13000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACEHO,36809700,,,,,,36809700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACEFI,103625716,,103625716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACDF,750000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000000,,,,,
PACCRE,10000000,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACCON,19153792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19153792,
PACCHR,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACBEA,275335000,,275335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACBAS,125000000,,,,,,,,,,,,125000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACAPR,208858,,208858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABK,10000000,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PABANO,423156240,423156240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAA,9800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800000000,,,,,,,,,,,,,,
P,345000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345000000,
OZU,2743233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2743233,
OZRK,288000000,288000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZOBIN,15594600,,,,,,,,15594600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZNERW,59475825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59475825,
OZM,400000000,,400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZBURN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYAKYM,32366722,,32366722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXY,9838860000,,,,,,,,,,,,,,,,,,,,,,9838860000,,,,,,,,,,,,,,,,,,,,
OXUNIV,1046775000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046775000,
OXONIT,7852736,,,,,,,,,,,,,,,7852736,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXMORW,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXMOOR,6640000,,6640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXFRD,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXDFLL,300000000,,300000000,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWGGR,13874000,,13874000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVRPRK,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVREAL,24539800,,,,,,24539800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVOSMP,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVOSM,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVOPAR,2539890,,,,,,,,,,,,,,,,2539890,,,,,,,,,,,,,,,,,,,,,,,,,,
OVEHYP,112444,,,,112444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVCHK,21743850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21743850,
OVCF,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVAKOA,380366900,,,,,,,,,,,,,,,,,,380366900,,,,,,,,,,,,,,,,,,,,,,,,
OUTR,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
OUTOK,555212975,,,,,,,,,,,,,,,,,,555212975,,,,,,,,,,,,,,,,,,,,,,,,
OUT,1500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000000,
OURPLA,127588000,,,,,,,,,,,,,,,,,,,,,,,,127588000,,,,,,,,,,,,,,,,,,
OUHAIC,525783700,,,,,,,,525783700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUESP,681706800,,302980800,,,,378726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUECT,113617800,,,,,,113617800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUDLIN,89668950,,,,,,89668950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTR,412000000,,,,,412000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTOWI,926312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926312,
OTTOGR,1570547200,,,,,,,,,,,,,,,,,,,,,,,,,,1570547200,,,,,,,,,,,,,,,,
OTTOGI,55578720,,,,,,,,,,,,,,,,55578720,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTO,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTMAC,341559664,,,,,,,,,,,,341559664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTCAR,24770271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24770271,
OTSNO,65648300,,,,,,,,65648300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTPHB,367484099,367484099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTP,2014149968,2014149968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTOMUL,73860700,,,,73860700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTFICO,4272284700,4272284700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTEXCN,1650000000,,,,,,,,,,,,,,,,,,,,,,,,1650000000,,,,,,,,,,,,,,,,,,
OTEVFH,368097000,,,,,,,,,,,,,,,,,,,368097000,,,,,,,,,,,,,,,,,,,,,,,
OTEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
OTAM,50000000,,50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSXBBZ,340131851,,,,,,,,,,,,340131851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSUNSK,17868373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17868373,
OSUNGL,22231488,,,,,,,,,,,,,,,,,,,22231488,,,,,,,,,,,,,,,,,,,,,,,
OSTVEN,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTSPK,18404050,18404050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTREG,452783850,,452783850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTJ,16485100,16485100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTFOL,134267700,,,,,134267700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTEON,5094716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5094716,
OSTBMG,121480300,,,,,,,,121480300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSSRLT,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSSAIN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSPVBZ,1031339750,,1031339750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSPREY,19670000,,19670000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSPRAQ,628065000,,,,,628065000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSPAIR,212757000,,212757000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSMXSA,831197708,,,,,,,,,,,831197708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSLSRF,25640000,,25640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSLSEN,80944242,,,,,,80944242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSLOSP,84396840,,,,,,,,,,,,84396840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSLENE,286541350,,,,,286541350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSKNTH,38362200,,,,,,38362200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSKMK,214588455,,,,,,214588455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSK,500000000,,,,,,,,,,,,,,,,,,,500000000,,,,,,,,,,,,,,,,,,,,,,,
OSIS,287500000,,,,,,,,,,,,,,,,,,,,,287500000,,,,,,,,,,,,,,,,,,,,,
OSIMSP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
OSIFP,36809700,,,,,,,,,,,36809700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSHC,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSGMFG,23866127,,,,,,,,,,,,,,,,,,,23866127,,,,,,,,,,,,,,,,,,,,,,,
OSG,27108500,,,,,,,,,,,,27108500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSFFIN,22955000,,22955000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSEDAS,46427675,,,,,46427675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCOTE,14820992,,,,,,,,,,,,,,,,,,,,,,,,,14820992,,,,,,,,,,,,,,,,,
OSCHAD,1300000000,1300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCFND,252820000,,,,,,,,,,,,,,,,,,,,,,,,,252820000,,,,,,,,,,,,,,,,,
OSCARP,78343975,,,,,,78343975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBFC,1170315615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170315615,
OSBCN,555000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555000000,,,,,,,,,,
OSBC,115000000,115000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSAKAG,1964790250,,,,,1964790250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSAIIN,7485408,,,,,,7485408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSACOP,12269900,,,,,,,,,,,,,,,,,,,,,,,,,12269900,,,,,,,,,,,,,,,,,
ORZKNU,2061094,2061094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORZCPR,61349500,,,,,,,,,,,61349500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORYNW,10724018,,,,,,10724018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORXSS,40045850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40045850,,,,,,,,,,,,,
ORXLS,96686520,,,,96686520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORXADS,500000000,,500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTMIT,55563768,,,,,,,,55563768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTHWI,13920000,,,,,,,,,,,,,,,,,,,,,,,,,13920000,,,,,,,,,,,,,,,,,
ORTCN,23138629,,,,,,,,,,,,,,,,,,23138629,,,,,,,,,,,,,,,,,,,,,,,,
ORTCLI,1300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000000,
ORSTIN,10175477,,,,,,,,,,,,10175477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORSTED,6788249281,,,,,6788249281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORSSPA,45296310,45296310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORSNSC,54000000,,54000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORSHAY,16176837,,,,,,,,,,,,,,,,,,,,,,,,16176837,,,,,,,,,,,,,,,,,,
ORSECH,7705917000,,7705917000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORRIIN,27154877,,,,,,27154877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORPSTR,2246908174,,,,,,,,,2246908174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORPING,4987314528,,4987314528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORPFP,791408550,,,,,,,,,,,,,,,,,,,,,,,,,791408550,,,,,,,,,,,,,,,,,
ORPBEL,153373750,,,,,,,,,,,,,,,,,,,,,,,,,153373750,,,,,,,,,,,,,,,,,
ORPAR,245398000,,245398000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
